tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,_true_intent,_should_escalate
724,AmazonHelp,False,2019-05-08,"Apologies for the delay. I've checked and your refund for order 582418 was processed, it can take 3-5 business days to reflect. -MK",,723,refund_request,False
725,cust62506,True,2019-05-15,"@AmazonHelp courier left order 594241 at the wrong address, this is the 2nd time",726,,delivery_issue,False
726,AmazonHelp,False,2019-03-19,"That's not okay, apologies. I've marked order 594241 as not-received and a reshipment is on the way. -MK",,725,delivery_issue,False
727,cust29601,True,2019-08-26,"@AmazonHelp any update on order 703867, tracking hasn't moved since 12 days ago",728,,order_status,False
728,AmazonHelp,False,2019-01-06,"Hi, sorry for the wait! I can see order 703867 is currently in transit and should arrive within 2 days. Tracking: bit.ly/track703867 -DS",,727,order_status,False
729,cust16253,True,2019-07-04,"@AmazonHelp refund for 623866 is taking forever, when will i see the money back",730,,refund_request,False
730,AmazonHelp,False,2019-12-06,Sorry about that! I can see the return was received; refund for 623866 is being processed now. -DS,,729,refund_request,False
731,cust43779,True,2019-06-01,"@AmazonHelp placed order 325933 last week, still says 'preparing for shipment' wtf",732,,order_status,False
732,AmazonHelp,False,2019-07-04,"I hear you, that's frustrating. Order 325933 left our facility yesterday and tracking will update within 24h. -RJ",,731,order_status,False
733,cust98236,True,2019-09-16,"never received order 812597, @AmazonHelp tracking says delivered but nothing here",734,,delivery_issue,False
734,AmazonHelp,False,2019-12-15,"So sorry for the trouble. I've escalated order 812597 to our carrier investigation team, you'll hear back in 24-48h. -RJ",,733,delivery_issue,False
735,cust92742,True,2019-10-19,how do I cancel order 182216? placed it 10 mins ago @AmazonHelp,736,,cancellation,False
736,AmazonHelp,False,2019-07-28,"Order 182216 has been cancelled successfully, refund (if charged) will process in 3-5 days. -DS",,735,cancellation,False
737,cust45553,True,2019-08-25,"@AmazonHelp need to cancel order 174809 asap, ordered by mistake",738,,cancellation,False
738,AmazonHelp,False,2019-06-24,"Order 174809 has been cancelled successfully, refund (if charged) will process in 3-5 days. -DS",,737,cancellation,False
739,cust20494,True,2019-04-06,why does my statement show two charges for order 646240?? @AmazonHelp 😡,740,,billing_dispute,False
740,AmazonHelp,False,2019-07-04,"That's concerning, I'm sorry. Please DM us your order details so we can investigate the duplicate charge on 646240. -MK",,739,billing_dispute,False
741,cust21050,True,2019-11-13,hey @AmazonHelp where is my order #166891?? it's been 9 days,742,,order_status,False
742,AmazonHelp,False,2019-05-08,"Hi, sorry for the wait! I can see order 166891 is currently in transit and should arrive within 2 days. Tracking: bit.ly/track166891 -DS",,741,order_status,False
743,cust52624,True,2019-08-15,package 873422 arrived open and half the items missing @amazonhelp,744,,delivery_issue,False
744,AmazonHelp,False,2019-09-09,"So sorry for the trouble. I've escalated order 873422 to our carrier investigation team, you'll hear back in 24-48h. -RJ",,743,delivery_issue,False
745,cust93858,True,2019-11-18,"@AmazonHelp this is fraud, I never ordered 566453 but got charged $89.99",746,,billing_dispute,True
746,AmazonHelp,False,2019-05-12,"That's concerning, I'm sorry. Please DM us your order details so we can investigate the duplicate charge on 566453. -MK",,745,billing_dispute,True
747,cust27865,True,2019-06-10,@amazonhelp i returned order 665883 2 weeks ago and still no refund,748,,refund_request,False
748,AmazonHelp,False,2019-08-18,"I've gone ahead and issued the refund for order 665883 directly, you should see it within 5 business days. -RJ",,747,refund_request,False
749,cust58974,True,2019-04-14,"@AmazonHelp placed order 821179 last week, still says 'preparing for shipment' wtf",750,,order_status,True
750,AmazonHelp,False,2019-09-14,"So sorry about this delay. I've looked into order 821179 and it's showing movement as of today, expected delivery tomorrow. -MK",,749,order_status,True
751,cust77713,True,2019-10-26,"@amazonhelp refund for 362035 is taking forever, when will i see the money back",752,,refund_request,False
752,AmazonHelp,False,2019-12-22,Sorry about that! I can see the return was received; refund for 362035 is being processed now. -DS,,751,refund_request,False
753,cust69345,True,2019-05-23,"@AmazonHelp courier left order 398505 at the wrong address, this is the 2nd time 😡",754,,delivery_issue,False
754,AmazonHelp,False,2019-10-16,"That's not okay, apologies. I've marked order 398505 as not-received and a reshipment is on the way. -MK",,753,delivery_issue,False
755,cust67464,True,2019-12-01,"@AmazonHelp any update on order 436219, tracking hasn't moved since 2 days ago 😡",756,,order_status,False
756,AmazonHelp,False,2019-04-03,"Hi, sorry for the wait! I can see order 436219 is currently in transit and should arrive within 2 days. Tracking: bit.ly/track436219 -DS",,755,order_status,False
757,cust14159,True,2019-06-03,"@AmazonHelp any update on order 115440, tracking hasn't moved since 9 days ago",758,,order_status,False
758,AmazonHelp,False,2019-03-02,"So sorry about this delay. I've looked into order 115440 and it's showing movement as of today, expected delivery tomorrow. -MK",,757,order_status,False
759,cust25985,True,2019-12-08,"@AmazonHelp my package for order 913331 arrived DAMAGED, box was crushed",760,,delivery_issue,False
760,AmazonHelp,False,2019-07-25,"So sorry for the trouble. I've escalated order 913331 to our carrier investigation team, you'll hear back in 24-48h. -RJ",,759,delivery_issue,False
761,cust61003,True,2019-11-10,@AmazonHelp your app keeps crashing every time I try to check my orders #fail,762,,general_complaint,True
762,AmazonHelp,False,2019-06-06,"I'm really sorry to hear about your experience. I'd like to make this right, can you DM us more details? -RJ",,761,general_complaint,True
763,cust38545,True,2019-02-08,"@AmazonHelp this is fraud, I never ordered 863611 but got charged $89.99",764,,billing_dispute,False
764,AmazonHelp,False,2019-11-14,"That's concerning, I'm sorry. Please DM us your order details so we can investigate the duplicate charge on 863611. -MK",,763,billing_dispute,False
765,cust72294,True,2019-12-20,"@amazonhelp courier left order 115799 at the wrong address, this is the 2nd time #fail",766,,delivery_issue,False
766,AmazonHelp,False,2019-03-12,"So sorry for the trouble. I've escalated order 115799 to our carrier investigation team, you'll hear back in 24-48h. -RJ",,765,delivery_issue,False
767,cust17834,True,2019-06-21,"@AmazonHelp item from order 193826 stopped working after 2 days, defective",768,,product_defect,False
768,AmazonHelp,False,2019-03-23,"Apologies for the mix-up. I've flagged order 193826 for a correct replacement, it'll ship today. -DS",,767,product_defect,False
769,cust67503,True,2019-12-07,@AmazonHelp I returned order 929912 2 weeks ago and still no refund,770,,refund_request,False
770,AmazonHelp,False,2019-01-23,"I've gone ahead and issued the refund for order 929912 directly, you should see it within 5 business days. -RJ",,769,refund_request,False
771,cust34461,True,2019-09-12,"@AmazonHelp courier left order 475565 at the wrong address, this is the 2nd time",772,,delivery_issue,True
772,AmazonHelp,False,2019-06-24,"I'm really sorry to hear that. I've filed a replacement for order 475565, it'll ship today at no extra cost. -DS",,771,delivery_issue,True
773,cust10094,True,2019-11-17,"@AmazonHelp refund for 388698 is taking forever, when will i see the money back",774,,refund_request,False
774,AmazonHelp,False,2019-07-24,"Apologies for the delay. I've checked and your refund for order 388698 was processed, it can take 3-5 business days to reflect. -MK",,773,refund_request,False
775,cust78690,True,2019-11-16,"still waiting on order 119629 from @AmazonHelp, no tracking info at all",776,,order_status,False
776,AmazonHelp,False,2019-09-05,"I hear you, that's frustrating. Order 119629 left our facility yesterday and tracking will update within 24h. -RJ",,775,order_status,False
777,cust14099,True,2019-04-04,why does my statement show two charges for order 396882?? @AmazonHelp #fail,778,,billing_dispute,True
778,AmazonHelp,False,2019-08-07,"I understand the concern - for account security I can't verify charges here, please DM us so we can look into order 396882. -RJ",,777,billing_dispute,True
779,cust19289,True,2019-01-07,"@amazonhelp placed order 133362 last week, still says 'preparing for shipment' wtf",780,,order_status,False
780,AmazonHelp,False,2019-11-16,"I hear you, that's frustrating. Order 133362 left our facility yesterday and tracking will update within 24h. -RJ",,779,order_status,False
781,cust17641,True,2019-10-09,"so done with @AmazonHelp, nothing but problems this month",782,,general_complaint,False
782,AmazonHelp,False,2019-09-02,"I'm really sorry to hear about your experience. I'd like to make this right, can you DM us more details? -RJ",,781,general_complaint,False
783,cust78969,True,2019-11-08,"@AmazonHelp item from order 173807 stopped working after 2 days, defective 😡",784,,product_defect,False
784,AmazonHelp,False,2019-10-21,"I'm sorry about that! I've started a replacement for order 173807, no need to wait for the return. -RJ",,783,product_defect,False
785,cust65977,True,2019-02-06,@AmazonHelp your app keeps crashing every time I try to check my orders,786,,general_complaint,False
786,AmazonHelp,False,2019-03-18,That's not the experience we want for you. Please DM us so we can look into this further. -MK,,785,general_complaint,False
787,cust52553,True,2019-06-14,"@AmazonHelp refund for 629208 is taking forever, when will i see the money back",788,,refund_request,False
788,AmazonHelp,False,2019-11-14,"Apologies for the delay. I've checked and your refund for order 629208 was processed, it can take 3-5 business days to reflect. -MK",,787,refund_request,False
789,cust69297,True,2019-08-13,"product from 861127 is clearly used/opened, not new as advertised @AmazonHelp",790,,product_defect,False
790,AmazonHelp,False,2019-01-24,"I'm sorry about that! I've started a replacement for order 861127, no need to wait for the return. -RJ",,789,product_defect,False
791,cust51275,True,2019-01-25,hey @AmazonHelp where is my order #398301?? it's been 11 days #fail,792,,order_status,False
792,AmazonHelp,False,2019-12-27,"I hear you, that's frustrating. Order 398301 left our facility yesterday and tracking will update within 24h. -RJ",,791,order_status,False
793,cust40539,True,2019-05-26,"never received order 680557, @AmazonHelp tracking says delivered but nothing here",794,,delivery_issue,False
794,AmazonHelp,False,2019-05-03,"I'm really sorry to hear that. I've filed a replacement for order 680557, it'll ship today at no extra cost. -DS",,793,delivery_issue,False
795,cust85527,True,2019-02-20,"@AmazonHelp I was charged TWICE for order 519218, unauthorized charge on my card",796,,billing_dispute,True
796,AmazonHelp,False,2019-11-10,"That's concerning, I'm sorry. Please DM us your order details so we can investigate the duplicate charge on 519218. -MK",,795,billing_dispute,True
797,cust25799,True,2019-04-24,"@AmazonHelp placed order 866288 last week, still says 'preparing for shipment' wtf",798,,order_status,False
798,AmazonHelp,False,2019-11-28,"Hi, sorry for the wait! I can see order 866288 is currently in transit and should arrive within 2 days. Tracking: bit.ly/track866288 -DS",,797,order_status,False
799,cust38940,True,2019-03-02,"@AmazonHelp this is fraud, I never ordered 111989 but got charged $89.99",800,,billing_dispute,True
800,AmazonHelp,False,2019-11-24,"I understand the concern - for account security I can't verify charges here, please DM us so we can look into order 111989. -RJ",,799,billing_dispute,True
801,cust72371,True,2019-10-24,"@AmazonHelp refund for 567262 is taking forever, when will i see the money back",802,,refund_request,False
802,AmazonHelp,False,2019-01-18,Sorry about that! I can see the return was received; refund for 567262 is being processed now. -DS,,801,refund_request,False
803,cust61815,True,2019-11-19,"requesting a refund for order 375311, item was not as described",804,,refund_request,False
804,AmazonHelp,False,2019-04-18,Sorry about that! I can see the return was received; refund for 375311 is being processed now. -DS,,803,refund_request,False
805,cust98047,True,2019-07-14,"@AmazonHelp I was charged TWICE for order 871403, unauthorized charge on my card",806,,billing_dispute,True
806,AmazonHelp,False,2019-06-12,"That's concerning, I'm sorry. Please DM us your order details so we can investigate the duplicate charge on 871403. -MK",,805,billing_dispute,True
807,cust67732,True,2019-01-27,hey @AmazonHelp where is my order #436318?? it's been 7 days,808,,order_status,False
808,AmazonHelp,False,2019-04-07,"So sorry about this delay. I've looked into order 436318 and it's showing movement as of today, expected delivery tomorrow. -MK",,807,order_status,False
809,cust47707,True,2019-01-11,"can't sign in to my account, says 'suspicious activity' @AmazonHelp 😡",810,,account_access,False
810,AmazonHelp,False,2019-12-26,"Sorry for the trouble! For account security, please DM us so we can help verify and restore access. -DS",,809,account_access,False
811,cust81932,True,2019-08-20,"@AmazonHelp placed order 419939 last week, still says 'preparing for shipment' wtf",812,,order_status,False
812,AmazonHelp,False,2019-12-05,"Hi, sorry for the wait! I can see order 419939 is currently in transit and should arrive within 2 days. Tracking: bit.ly/track419939 -DS",,811,order_status,False
813,cust90997,True,2019-05-02,"@AmazonHelp locked out of my account, reset link isn't working #fail",814,,account_access,True
814,AmazonHelp,False,2019-08-21,That sounds concerning. Please send us a DM with your registered email so we can secure your account right away. -MK,,813,account_access,True
815,cust95119,True,2019-07-08,"so done with @AmazonHelp, nothing but problems this month",816,,general_complaint,True
816,AmazonHelp,False,2019-07-17,That's not the experience we want for you. Please DM us so we can look into this further. -MK,,815,general_complaint,True
817,cust42426,True,2019-09-10,"@AmazonHelp someone else logged into my account, I didn't authorize this",818,,account_access,True
818,AmazonHelp,False,2019-06-16,"Sorry for the trouble! For account security, please DM us so we can help verify and restore access. -DS",,817,account_access,True
819,cust46159,True,2019-01-21,@AmazonHelp I returned order 880550 2 weeks ago and still no refund,820,,refund_request,False
820,AmazonHelp,False,2019-05-13,"I've gone ahead and issued the refund for order 880550 directly, you should see it within 5 business days. -RJ",,819,refund_request,False
821,cust98866,True,2019-10-28,how do I cancel order 954441? placed it 10 mins ago @AmazonHelp,822,,cancellation,False
822,AmazonHelp,False,2019-11-22,"I've cancelled order 954441 for you, you won't be charged. -MK",,821,cancellation,False
823,cust28163,True,2019-10-18,"never received order 537605, @AmazonHelp tracking says delivered but nothing here",824,,delivery_issue,True
824,AmazonHelp,False,2019-11-26,"That's not okay, apologies. I've marked order 537605 as not-received and a reshipment is on the way. -MK",,823,delivery_issue,True
825,cust51614,True,2019-02-18,"never received order 244818, @AmazonHelp tracking says delivered but nothing here",826,,delivery_issue,False
826,AmazonHelp,False,2019-09-24,"That's not okay, apologies. I've marked order 244818 as not-received and a reshipment is on the way. -MK",,825,delivery_issue,False
827,cust93472,True,2019-12-09,"@AmazonHelp any update on order 293079, tracking hasn't moved since 7 days ago",828,,order_status,False
828,AmazonHelp,False,2019-03-25,"I hear you, that's frustrating. Order 293079 left our facility yesterday and tracking will update within 24h. -RJ",,827,order_status,False
829,cust40432,True,2019-04-22,"@AmazonHelp any update on order 211957, tracking hasn't moved since 4 days ago",830,,order_status,False
830,AmazonHelp,False,2019-01-12,"Hi, sorry for the wait! I can see order 211957 is currently in transit and should arrive within 2 days. Tracking: bit.ly/track211957 -DS",,829,order_status,False
831,cust72108,True,2019-03-06,"@AmazonHelp any update on order 821568, tracking hasn't moved since 9 days ago",832,,order_status,False
832,AmazonHelp,False,2019-04-08,"I hear you, that's frustrating. Order 821568 left our facility yesterday and tracking will update within 24h. -RJ",,831,order_status,False
833,cust67577,True,2019-10-16,"still waiting on order 528436 from @AmazonHelp, no tracking info at all",834,,order_status,False
834,AmazonHelp,False,2019-12-11,"So sorry about this delay. I've looked into order 528436 and it's showing movement as of today, expected delivery tomorrow. -MK",,833,order_status,False
835,cust84964,True,2019-10-18,how do I cancel order 579770? placed it 10 mins ago @AmazonHelp,836,,cancellation,False
836,AmazonHelp,False,2019-09-21,"Order 579770 has been cancelled successfully, refund (if charged) will process in 3-5 days. -DS",,835,cancellation,False
837,cust15144,True,2019-09-13,"@AmazonHelp need to cancel order 838315 asap, ordered by mistake",838,,cancellation,False
838,AmazonHelp,False,2019-09-25,"Order 838315 has been cancelled successfully, refund (if charged) will process in 3-5 days. -DS",,837,cancellation,False
839,cust90364,True,2019-01-23,why does my statement show two charges for order 151690?? @AmazonHelp,840,,billing_dispute,True
840,AmazonHelp,False,2019-09-05,"I understand the concern - for account security I can't verify charges here, please DM us so we can look into order 151690. -RJ",,839,billing_dispute,True
841,cust27734,True,2019-07-14,"requesting a refund for order 970206, item was not as described",842,,refund_request,False
842,AmazonHelp,False,2019-06-15,"Apologies for the delay. I've checked and your refund for order 970206 was processed, it can take 3-5 business days to reflect. -MK",,841,refund_request,False
843,cust26193,True,2019-02-04,"@AmazonHelp any update on order 287567, tracking hasn't moved since 9 days ago",844,,order_status,False
844,AmazonHelp,False,2019-12-15,"So sorry about this delay. I've looked into order 287567 and it's showing movement as of today, expected delivery tomorrow. -MK",,843,order_status,False
845,cust15754,True,2019-03-11,"@AmazonHelp this is fraud, I never ordered 480573 but got charged $89.99",846,,billing_dispute,True
846,AmazonHelp,False,2019-10-28,"I understand the concern - for account security I can't verify charges here, please DM us so we can look into order 480573. -RJ",,845,billing_dispute,True
847,cust47851,True,2019-11-06,"@AmazonHelp locked out of my account, reset link isn't working 😡",848,,account_access,False
848,AmazonHelp,False,2019-02-05,"Sorry for the trouble! For account security, please DM us so we can help verify and restore access. -DS",,847,account_access,False
849,cust74679,True,2019-04-07,@AmazonHelp your app keeps crashing every time I try to check my orders,850,,general_complaint,False
850,AmazonHelp,False,2019-10-22,That's not the experience we want for you. Please DM us so we can look into this further. -MK,,849,general_complaint,False
851,cust37215,True,2019-01-06,"requesting a refund for order 575779, item was not as described 😡",852,,refund_request,False
852,AmazonHelp,False,2019-03-02,"Apologies for the delay. I've checked and your refund for order 575779 was processed, it can take 3-5 business days to reflect. -MK",,851,refund_request,False
853,cust64651,True,2019-03-06,"@AmazonHelp locked out of my account, reset link isn't working",854,,account_access,True
854,AmazonHelp,False,2019-11-10,"Sorry for the trouble! For account security, please DM us so we can help verify and restore access. -DS",,853,account_access,True
855,cust52312,True,2019-06-13,"@amazonhelp this is fraud, i never ordered 793029 but got charged $89.99",856,,billing_dispute,False
856,AmazonHelp,False,2019-02-25,"That's concerning, I'm sorry. Please DM us your order details so we can investigate the duplicate charge on 793029. -MK",,855,billing_dispute,False
857,cust37504,True,2019-12-07,@AmazonHelp I returned order 984274 2 weeks ago and still no refund,858,,refund_request,False
858,AmazonHelp,False,2019-10-02,"I've gone ahead and issued the refund for order 984274 directly, you should see it within 5 business days. -RJ",,857,refund_request,False
859,cust51482,True,2019-05-17,hey @AmazonHelp where is my order #699121?? it's been 12 days,860,,order_status,False
860,AmazonHelp,False,2019-10-20,"So sorry about this delay. I've looked into order 699121 and it's showing movement as of today, expected delivery tomorrow. -MK",,859,order_status,False
861,cust48074,True,2019-04-01,package 236014 arrived open and half the items missing @AmazonHelp,862,,delivery_issue,True
862,AmazonHelp,False,2019-02-01,"So sorry for the trouble. I've escalated order 236014 to our carrier investigation team, you'll hear back in 24-48h. -RJ",,861,delivery_issue,True
863,cust93558,True,2019-04-01,"@AmazonHelp refund for 755843 is taking forever, when will i see the money back",864,,refund_request,False
864,AmazonHelp,False,2019-11-07,"Apologies for the delay. I've checked and your refund for order 755843 was processed, it can take 3-5 business days to reflect. -MK",,863,refund_request,False
865,cust61910,True,2019-12-19,"@AmazonHelp locked out of my account, reset link isn't working",866,,account_access,True
866,AmazonHelp,False,2019-10-01,That sounds concerning. Please send us a DM with your registered email so we can secure your account right away. -MK,,865,account_access,True
867,cust30366,True,2019-11-15,how do i cancel order 284160? placed it 10 mins ago @amazonhelp,868,,cancellation,False
868,AmazonHelp,False,2019-09-11,"Order 284160 has been cancelled successfully, refund (if charged) will process in 3-5 days. -DS",,867,cancellation,False
869,cust37297,True,2019-10-22,"@AmazonHelp refund for 922072 is taking forever, when will i see the money back",870,,refund_request,False
870,AmazonHelp,False,2019-06-26,"Apologies for the delay. I've checked and your refund for order 922072 was processed, it can take 3-5 business days to reflect. -MK",,869,refund_request,False
871,cust84839,True,2019-10-13,"@AmazonHelp customer service has been terrible lately, third time I've had issues 😡",872,,general_complaint,False
872,AmazonHelp,False,2019-03-20,"I'm really sorry to hear about your experience. I'd like to make this right, can you DM us more details? -RJ",,871,general_complaint,False
873,cust49666,True,2019-04-17,"still waiting on order 920347 from @AmazonHelp, no tracking info at all",874,,order_status,False
874,AmazonHelp,False,2019-05-06,"I hear you, that's frustrating. Order 920347 left our facility yesterday and tracking will update within 24h. -RJ",,873,order_status,False
875,cust73369,True,2019-12-28,"@AmazonHelp any update on order 492393, tracking hasn't moved since 2 days ago 😡",876,,order_status,False
876,AmazonHelp,False,2019-09-10,"Hi, sorry for the wait! I can see order 492393 is currently in transit and should arrive within 2 days. Tracking: bit.ly/track492393 -DS",,875,order_status,False
877,cust50760,True,2019-01-22,"@AmazonHelp item from order 443238 stopped working after 2 days, defective 😡",878,,product_defect,True
878,AmazonHelp,False,2019-10-28,"I'm sorry about that! I've started a replacement for order 443238, no need to wait for the return. -RJ",,877,product_defect,True
879,cust37504,True,2019-06-07,hey @AmazonHelp where is my order #449479?? it's been 9 days,880,,order_status,False
880,AmazonHelp,False,2019-04-10,"Hi, sorry for the wait! I can see order 449479 is currently in transit and should arrive within 2 days. Tracking: bit.ly/track449479 -DS",,879,order_status,False
881,cust77378,True,2019-02-07,package 658131 arrived open and half the items missing @amazonhelp,882,,delivery_issue,False
882,AmazonHelp,False,2019-09-12,"So sorry for the trouble. I've escalated order 658131 to our carrier investigation team, you'll hear back in 24-48h. -RJ",,881,delivery_issue,False
883,cust16648,True,2019-03-01,"@AmazonHelp I was charged TWICE for order 433955, unauthorized charge on my card",884,,billing_dispute,True
884,AmazonHelp,False,2019-08-22,"I understand the concern - for account security I can't verify charges here, please DM us so we can look into order 433955. -RJ",,883,billing_dispute,True
885,cust68436,True,2019-10-12,hey @AmazonHelp where is my order #211072?? it's been 8 days,886,,order_status,False
886,AmazonHelp,False,2019-05-11,"Hi, sorry for the wait! I can see order 211072 is currently in transit and should arrive within 2 days. Tracking: bit.ly/track211072 -DS",,885,order_status,False
887,cust71377,True,2019-02-15,"product from 307772 is clearly used/opened, not new as advertised @AmazonHelp",888,,product_defect,False
888,AmazonHelp,False,2019-05-22,"I'm sorry about that! I've started a replacement for order 307772, no need to wait for the return. -RJ",,887,product_defect,False
889,cust34032,True,2019-12-22,"@AmazonHelp someone else logged into my account, I didn't authorize this",890,,account_access,True
890,AmazonHelp,False,2019-06-26,"Sorry for the trouble! For account security, please DM us so we can help verify and restore access. -DS",,889,account_access,True
891,cust55693,True,2019-10-19,how do I cancel order 440536? placed it 10 mins ago @AmazonHelp,892,,cancellation,False
892,AmazonHelp,False,2019-03-17,"I've cancelled order 440536 for you, you won't be charged. -MK",,891,cancellation,False
893,cust91379,True,2019-04-18,"still waiting on order 525392 from @AmazonHelp, no tracking info at all",894,,order_status,False
894,AmazonHelp,False,2019-03-16,"I hear you, that's frustrating. Order 525392 left our facility yesterday and tracking will update within 24h. -RJ",,893,order_status,False
895,cust40953,True,2019-03-22,"never received order 169268, @AmazonHelp tracking says delivered but nothing here",896,,delivery_issue,False
896,AmazonHelp,False,2019-11-03,"So sorry for the trouble. I've escalated order 169268 to our carrier investigation team, you'll hear back in 24-48h. -RJ",,895,delivery_issue,False
897,cust63188,True,2019-02-20,"@AmazonHelp received the wrong item for order 846490, ordered a charger got headphones",898,,product_defect,False
898,AmazonHelp,False,2019-02-22,"I'm sorry about that! I've started a replacement for order 846490, no need to wait for the return. -RJ",,897,product_defect,False
899,cust93379,True,2019-01-25,"@AmazonHelp received the wrong item for order 725376, ordered a charger got headphones 😡",900,,product_defect,False
900,AmazonHelp,False,2019-03-22,"Apologies for the mix-up. I've flagged order 725376 for a correct replacement, it'll ship today. -DS",,899,product_defect,False
901,cust99071,True,2019-05-14,"still waiting on order 574978 from @AmazonHelp, no tracking info at all",902,,order_status,False
902,AmazonHelp,False,2019-12-12,"So sorry about this delay. I've looked into order 574978 and it's showing movement as of today, expected delivery tomorrow. -MK",,901,order_status,False
903,cust83404,True,2019-06-04,"@AmazonHelp placed order 711033 last week, still says 'preparing for shipment' wtf 😡",904,,order_status,True
904,AmazonHelp,False,2019-05-28,"Hi, sorry for the wait! I can see order 711033 is currently in transit and should arrive within 2 days. Tracking: bit.ly/track711033 -DS",,903,order_status,True
905,cust72242,True,2019-03-07,"@AmazonHelp placed order 346668 last week, still says 'preparing for shipment' wtf",906,,order_status,False
906,AmazonHelp,False,2019-09-13,"I hear you, that's frustrating. Order 346668 left our facility yesterday and tracking will update within 24h. -RJ",,905,order_status,False
907,cust73792,True,2019-11-14,"@amazonhelp need to cancel order 477789 asap, ordered by mistake",908,,cancellation,True
908,AmazonHelp,False,2019-03-03,"Order 477789 has been cancelled successfully, refund (if charged) will process in 3-5 days. -DS",,907,cancellation,True
909,cust68988,True,2019-07-12,"@AmazonHelp placed order 773440 last week, still says 'preparing for shipment' wtf",910,,order_status,False
910,AmazonHelp,False,2019-04-06,"I hear you, that's frustrating. Order 773440 left our facility yesterday and tracking will update within 24h. -RJ",,909,order_status,False
911,cust58099,True,2019-01-02,"@AmazonHelp refund for 733941 is taking forever, when will i see the money back",912,,refund_request,False
912,AmazonHelp,False,2019-10-16,"I've gone ahead and issued the refund for order 733941 directly, you should see it within 5 business days. -RJ",,911,refund_request,False
913,cust46624,True,2019-08-17,"can't sign in to my account, says 'suspicious activity' @AmazonHelp 😡",914,,account_access,False
914,AmazonHelp,False,2019-02-17,That sounds concerning. Please send us a DM with your registered email so we can secure your account right away. -MK,,913,account_access,False
915,cust85973,True,2019-05-20,"@AmazonHelp need to cancel order 739705 asap, ordered by mistake",916,,cancellation,False
916,AmazonHelp,False,2019-01-11,"Order 739705 has been cancelled successfully, refund (if charged) will process in 3-5 days. -DS",,915,cancellation,False
917,cust48616,True,2019-05-06,"requesting a refund for order 916344, item was not as described",918,,refund_request,False
918,AmazonHelp,False,2019-01-23,"I've gone ahead and issued the refund for order 916344 directly, you should see it within 5 business days. -RJ",,917,refund_request,False
919,cust91830,True,2019-01-10,@amazonhelp your app keeps crashing every time i try to check my orders,920,,general_complaint,False
920,AmazonHelp,False,2019-08-03,That's not the experience we want for you. Please DM us so we can look into this further. -MK,,919,general_complaint,False
921,cust32886,True,2019-10-24,"still waiting on order 630155 from @amazonhelp, no tracking info at all",922,,order_status,False
922,AmazonHelp,False,2019-03-22,"So sorry about this delay. I've looked into order 630155 and it's showing movement as of today, expected delivery tomorrow. -MK",,921,order_status,False
923,cust29014,True,2019-10-27,"requesting a refund for order 487728, item was not as described",924,,refund_request,False
924,AmazonHelp,False,2019-03-27,Sorry about that! I can see the return was received; refund for 487728 is being processed now. -DS,,923,refund_request,False
925,cust17120,True,2019-11-09,"requesting a refund for order 889327, item was not as described",926,,refund_request,False
926,AmazonHelp,False,2019-02-02,"Apologies for the delay. I've checked and your refund for order 889327 was processed, it can take 3-5 business days to reflect. -MK",,925,refund_request,False
927,cust61127,True,2019-08-09,"@AmazonHelp placed order 586554 last week, still says 'preparing for shipment' wtf",928,,order_status,False
928,AmazonHelp,False,2019-03-17,"So sorry about this delay. I've looked into order 586554 and it's showing movement as of today, expected delivery tomorrow. -MK",,927,order_status,False
929,cust79637,True,2019-11-12,how do I cancel order 555851? placed it 10 mins ago @AmazonHelp,930,,cancellation,False
930,AmazonHelp,False,2019-07-20,"Order 555851 has been cancelled successfully, refund (if charged) will process in 3-5 days. -DS",,929,cancellation,False
931,cust41692,True,2019-12-22,"so done with @AmazonHelp, nothing but problems this month 😡",932,,general_complaint,False
932,AmazonHelp,False,2019-10-25,That's not the experience we want for you. Please DM us so we can look into this further. -MK,,931,general_complaint,False
933,cust23619,True,2019-11-15,"@amazonhelp any update on order 645209, tracking hasn't moved since 7 days ago",934,,order_status,True
934,AmazonHelp,False,2019-06-08,"So sorry about this delay. I've looked into order 645209 and it's showing movement as of today, expected delivery tomorrow. -MK",,933,order_status,True
935,cust88562,True,2019-11-04,"@AmazonHelp locked out of my account, reset link isn't working 😡",936,,account_access,False
936,AmazonHelp,False,2019-12-04,"Sorry for the trouble! For account security, please DM us so we can help verify and restore access. -DS",,935,account_access,False
937,cust34151,True,2019-05-10,"@AmazonHelp any update on order 998043, tracking hasn't moved since 11 days ago",938,,order_status,False
938,AmazonHelp,False,2019-08-22,"So sorry about this delay. I've looked into order 998043 and it's showing movement as of today, expected delivery tomorrow. -MK",,937,order_status,False
939,cust19698,True,2019-05-25,"so done with @AmazonHelp, nothing but problems this month",940,,general_complaint,True
940,AmazonHelp,False,2019-01-13,That's not the experience we want for you. Please DM us so we can look into this further. -MK,,939,general_complaint,True
941,cust94604,True,2019-08-04,"@AmazonHelp courier left order 448813 at the wrong address, this is the 2nd time 😡",942,,delivery_issue,False
942,AmazonHelp,False,2019-03-18,"That's not okay, apologies. I've marked order 448813 as not-received and a reshipment is on the way. -MK",,941,delivery_issue,False
943,cust42846,True,2019-08-01,"product from 552202 is clearly used/opened, not new as advertised @amazonhelp",944,,product_defect,False
